actual	greedy	beam_search	greedy_wer	greedy_cer	beam_search_wer	beam_search_cer
his proper name is in abeyance and nobody may mention it	his propar nam is an abalans and no budy may mention itt	his proper name is an beans and nobody may mention it	0.6363636363636364	0.17857142857142858	0.18181818181818182	0.08928571428571429
a new model zil limousine used for the inspection tour was also included	and ne model silem as in set for the inpeccion er was also incluaded	and model seem sense for the inspection he was also included	0.6923076923076923	0.2638888888888889	0.46153846153846156	0.2777777777777778
team battle can only be played with one or two players	teame battle can only be playede with on or toe ply as	them battle can only be played with one or two please	0.5454545454545454	0.14814814814814814	0.18181818181818182	0.1111111111111111
this caused him to have a tendency to close the face of his bat	this coase the em to have a tendencse to clows the fae of his bat	this caused them to have a tendency to close the face of his bat	0.42857142857142855	0.19047619047619047	0.07142857142857142	0.031746031746031744
the park features a small museum that is open seasonally	of the pakfichers a small misam duttiss open sinarlye	of the officers a small same duties open sin	0.7	0.42857142857142855	0.7	0.5535714285714286
he worked himself up to the pitch of inspiration by a frenzied dance	he worked himself oup to the peghe ofe inspration bi a frendly dancs	he worked himself up to the page of inspiration by a friendly dance	0.5384615384615384	0.19117647058823528	0.15384615384615385	0.1323529411764706
piece movements were as in modern shogi but there was no rook or bishop	pis movements were as in modinshoge but theirwas no rok of bishi	his movements were as in modern song but there was no rock of	0.5714285714285714	0.19718309859154928	0.35714285714285715	0.22535211267605634
tom hanks is the narrator cowriter and coproducer	tam hang is the narater co riter and co produser	tom hangs is the narrator to writer and co producer	0.875	0.16326530612244897	0.625	0.08163265306122448
as a general rule no one will utter his own name	as a genaral roal now won wl auter his on name	as a general rule known will utter his own name	0.6363636363636364	0.25	0.18181818181818182	0.08333333333333333
tangier will be produced by darren aronofsky's protozoa pictures	anis deie would be pro gues om ithe en an aronolne limod fahast cree was broght meigdorts	is dere would be rogues on an arm as he was brought here	1.7777777777777777	0.90625	1.3333333333333333	0.640625
italy also contains more world heritage sites than any other country in the world	edaly also contanes more wrd haritige sites than any other country in the wrd	dolly also contains more word heritage sits than any other country in the world	0.35714285714285715	0.12345679012345678	0.21428571428571427	0.06172839506172839
the eastern part is a rectangular space of two bays under the chancel	the esterm part is a recttnglrspeis off to bays ounder the chansl	the eastern part is a rectangular space of two bays under the chancel	0.5384615384615384	0.2028985507246377	0.0	0.0
your pact weapon disappears if it is more than five feet away	yore pakd wepen diss apeers iff it is mor than five fete away	your pack weapon is appears if it is more than five feet away	0.6666666666666666	0.22950819672131148	0.25	0.04918032786885246
trained by taskmaster in weapons and combat	trent by tusck ma star in we pons and conmbut	then by task master in the ponds and combat	1.0	0.27906976744186046	0.7142857142857143	0.23255813953488372
arundel high school's rival school is south river high school	a brundl hiscols rivblscol is south reber hiscle	and his rivals is south river hill	0.8	0.36065573770491804	0.7	0.45901639344262296
she has also made tongueincheek comparisons of bisexuals to cat fanciers and devil worshippers	she has also made tong en chee comparissons of bisetuwals to cathfanirs and devle wortiopers	she has also made one in the comparisons of beetles to cat fanciers and devil worshippers	0.6428571428571429	0.1595744680851064	0.2857142857142857	0.14893617021276595
the habsburgs would face serious domestic opposition during the following years	theay haps bas wil faseers domestick r pasition joulin the fouoninss	he has as well as her domestic or position in the front	1.0	0.4177215189873418	1.0	0.4430379746835443
ranken also sang lead vocals on my baby's gone	arindcam asoa sint a buker t an mi babes on at	random doesn't beat as one	1.2222222222222223	0.6086956521739131	1.0	0.6521739130434783
so you see that virtue was its own reward	so you se that vercthu was itcs on rewrd	so you see that virtue was its own reward	0.5555555555555556	0.1951219512195122	0.0	0.0
north of eglinton avenue the former saint jamesbond church once stood	north of egling tanavenew the formors sant gams bond cherche wuncs stud	north of eglington aven the former's saint james bond church once stood	0.8181818181818182	0.2753623188405797	0.45454545454545453	0.08695652173913043
lloyd agreed a deal to leave leicester tigers for guinness premiership team gloucester rugby	lyd a gred a deal to leve lechester tigers for greanas premiar ship tem glowster rugby	lyad agreed a deal to leave lechester tigers for graines premiership them gloster rugby	0.7142857142857143	0.1956521739130435	0.35714285714285715	0.15217391304347827
these works recorded a belief in the resurrection and ascension of the dead	thes works recorded a bellef in the resrection and as sensan ove the dead	these works recorded a belief in the resurrection and ascension of the dead	0.46153846153846156	0.13333333333333333	0.0	0.0
his mother was british his father carl otto gustafson was a swedish photographer	his mother was brittissh his father coww arto gausstuff san was a stedish fetagrifor	his mother was british his father cow auto gustafson was a dish fit refer	0.5384615384615384	0.275	0.38461538461538464	0.2
the priests place on the barber's fingers certain old rings set with large stones	the fith laeth on the bovea ingut theat an all doing lads with lies on	the fish lay on the bed in that and all doing with life	0.7857142857142857	0.49382716049382713	0.7142857142857143	0.5432098765432098
in a very close vote matt warman won	henever wae d iclows fot mieth war a min an	whenever he is fat meat war mann	1.25	0.6666666666666666	1.0	0.5555555555555556
it eventually turns west and is a tributary of the niagara river	it ivenchualy turns west and is a tributary ofe the nagra river	it eventually turns west and is a tributary of the niagara river	0.25	0.109375	0.0	0.0
he was the main founding figure of pakistan cricket after partition	h ho was the man founding figer of pettirstan cricat ate particion	he was the man found in figure of partisan cricket after partition	0.7272727272727273	0.22388059701492538	0.36363636363636365	0.08955223880597014
do you ever sleep tom	do yo ever slep tome	do you ever sleep time	0.6	0.14285714285714285	0.2	0.09523809523809523
it was originally owned by the chriscraft industries subsidiary united television	it was origenaly oned by descrise croff engusttrs such denary united clifation	it was originally owned by descries croff industries such denry united clifton	0.7272727272727273	0.3333333333333333	0.45454545454545453	0.2345679012345679
on examination it was found that her heart was three times normal size	on exlend mishan itt was fond eatd here hard was thry tims nor minlthsise	an excellent man it was found that he had was three times miss	0.8461538461538461	0.37142857142857144	0.5384615384615384	0.32857142857142857
spectators lined up the edge of the course and sometimes even blocked the road	spetators slamed opthe ege of the cors andsometims ivein bloked the hod	spectators slammed the edge of the coarse and sometimes even blocked the hood	0.7857142857142857	0.20512820512820512	0.2857142857142857	0.1282051282051282
he then worked at various locations including hanover under julius trip	he then wored at varyius locasions including hanov and the gjlas trp	he then worked at various locations including hanover and the jester	0.7272727272727273	0.22535211267605634	0.2727272727272727	0.18309859154929578
dame katherine grainger british olympic rower also replaced shami chakrabarti as chancellor	dame catthrin granda british e limpeck roa also replased sharmiy checr ebout a yirs chancler	dame catherine grand british lepero also replaced shame her about as chandler	1.0	0.3626373626373626	0.6666666666666666	0.2857142857142857
the harm is thought to fall on the person who steps over	the harm is that to fal on the person whosteps over	the harm is that to fall on the person who steps over	0.3333333333333333	0.10714285714285714	0.08333333333333333	0.07142857142857142
the spartans desisted from any enterprise at hand when an earthquake started	the spartins desisted from mene enterprise at hand when an erth quege started	the spartans desisted from any enterprise at hand when an earthquake started	0.3333333333333333	0.10526315789473684	0.0	0.0
edited with an english translation and notes by patricia clarke	ededded with an anglish translacion and nots biy pictrica clonk	edited with an english translation and notes by pictorial clank	0.7	0.20634920634920634	0.2	0.12698412698412698
the books briefly cover the topics of demonic contraction and curses	dos briefly covers the topics of demonat contraction and ceirses	does briefly covers the topics of demonic contraction and curses	0.45454545454545453	0.17647058823529413	0.2727272727272727	0.11764705882352941
back then and still nowadays this decision taken by the mayor was highly criticized	back theen and still now a days this desison tacon by the maer was hily critisised	back then and still now a days this decision taken by the mare was hilly criticised	0.6428571428571429	0.1566265060240964	0.42857142857142855	0.0963855421686747
copperbased alloys become sensitive when depletion of copper content in the grain boundaries occurs	coper bastilloyes becoms sencitive when deplection of copere content in the gran boundrys a ceres	copper bastilles becomes sensitive when depletion of copper content in the grain bounders acres	0.7142857142857143	0.20202020202020202	0.35714285714285715	0.15151515151515152
it uses both actors and interviews with the former detainees	eit yuses both ectes anin ttavirs wil the frma a ditanis	it uses both eternities will the from tanis	0.9	0.36666666666666664	0.6	0.4
zepplarouche reportedly said that duggan might have been sent from london to harm larouche	set larsh reportedly sent the dugan mit have been sent from lunden to hamedrorh	settlers reported ly sent the dugan might have been sent from london to hammer	0.6428571428571429	0.26666666666666666	0.5714285714285714	0.2777777777777778
torbolton took its name from the village of tarbolton in ayrshire scotland	terbl terned toke his name from de bilige ofe tabl turn in arishy scut lend	carl turned took his name from billie of table turn in as scotland	1.0	0.40540540540540543	0.6666666666666666	0.40540540540540543
now the military is removed but the territory is still closed to foreigners	no the milotaryis removed but the teritory stll clowds to farnos	now the military is removed but the territory still clouds to farnese	0.6153846153846154	0.22666666666666666	0.23076923076923078	0.16
in that year he took out the demons' leading goalkicker award	in dats yeer it tk out of deumans lding gold cicr a wrrd	in that year it took out of demons loading gold or a word	1.0	0.3770491803278688	0.7272727272727273	0.2459016393442623
initially buster was a student dressed in a horse's head	anershoale basstaw was a sthudent dresst anothere aosias hat	nor shall boast was a student dress another assis hat	0.8	0.5	0.8	0.42857142857142855
he attended college at canton actual business college in canton ohiobut did not graduate	t he a tended the coulages itth cinton ant shar bisnss coliion caintim or wofior badidnnt grairit mo	he attended the colleges at canton and share bisness colin canter for bein grit	1.2142857142857142	0.5340909090909091	0.7857142857142857	0.4318181818181818
diamond's brother eddie was orgen's bodyguard but legs diamond substituted for eddie that day	dimons brother edey was orgens bodygard but legs dimond substituted for edy that day	timmons brother ed was organs bodyguard but legs dimond substituted for eddy that day	0.42857142857142855	0.12903225806451613	0.35714285714285715	0.12903225806451613
he is now retired and lives in mecklenburgvorpommern	he is now retiered andlivs in mectlinbok fapamon	he is now retired and lives in mechlin book apron	0.625	0.28846153846153844	0.375	0.2692307692307692
his life's study was of the protozoan group paramecium	islest study wausss of the portos on rp pime nmesiam	isles study was of the porters on rope him in	0.8888888888888888	0.4444444444444444	0.7777777777777778	0.42592592592592593
designs which manufactures custom motorcycles and sells branded clothing	thes dants which manifactrs caustom watt as hacousen sernt selfsprended soithing	the ants which manufactures custom it is a constant self spended sitting	1.1111111111111112	0.4722222222222222	1.0	0.375
all should benefit in equal measure by its lifegiving properties	le shood benefwuige in ay qound maser by its rit iving fore catios	all should benefit in a round measure by its writing for cats	1.0	0.4375	0.5	0.3125
meanwhile caesar's strategic plan was to draw the bellovaci forces out into open ground	men mark hises trurticeck pan was to dro the bulavishis forsas out into open grownd	men mark his track and was to do the business for as out into open ground	0.6428571428571429	0.367816091954023	0.6428571428571429	0.39080459770114945
strong has signature programs in cardiac care cancer care neurology orthopedics and pediatrics	strongas sinitre programes in ctadgack cre concseck her nor rologeue alter fredicxs and pedgretics	strong as sincere programs in crack cr consent her nor longer alter freda and parties	1.0	0.3829787234042553	0.8461538461538461	0.425531914893617
a change in open carry rules positively affected biathlon and reenactment societies	a change in opancarye roles pousitively offect ea be ahlon and or renect to mansorsaatis	a change in open careers positively effect be alone and one man so saints	0.9166666666666666	0.3373493975903614	0.75	0.3373493975903614
despard first saves rhoda then he and battle bring in anne	thuspart fus seids rorder then he bot the bring in am	this part fuses order than he but they bring in me	0.6363636363636364	0.41379310344827586	0.7272727272727273	0.5
des hasler will coach the club for the fourth consecutive year and twelfth overall	des hanslr wil coche the club for the forth conseciutive yeer and twelh over ale	des haslar will come the club for the fourth consecutive yer and wealth over all	0.6428571428571429	0.14634146341463414	0.42857142857142855	0.10975609756097561
he prayed to his father to give the unbelievers a sign	he praid to his pdet to give the un beleaveart as in	he prayed to his duty to give the unbeliever as mine	0.5454545454545454	0.2777777777777778	0.36363636363636365	0.18518518518518517
oliver angry at amy for repeatedly speaking of her new imaginary friend punishes her	i leva angry at amey for epliscevely speking off her ine emadinary frind anishies her	eva angry at amy for lively speaking of her in imaginary friend banishes her	0.7142857142857143	0.27380952380952384	0.2857142857142857	0.20238095238095238
malanday valenzuela city	maanday valinsoer lassete	many villains or last	1.0	0.4166666666666667	1.3333333333333333	0.7083333333333334
the councillors unanimously rejected the application	ther continens n in mnely odects of the alecaton	the continent and in manly set of the election	1.3333333333333333	0.4807692307692308	1.1666666666666667	0.5192307692307693
the first settlers in this area settled along the chippewa river	the frst seatlears and this ar yess sat aldelong the chiepow rever	the first settlers and this arises at all along the chow river	0.8181818181818182	0.296875	0.45454545454545453	0.25
chan later directed police story as a response to this film	chand later derected polecs story as a responces to this felm	hand later directed poles story as a response to this fell	0.45454545454545453	0.11864406779661017	0.2727272727272727	0.11864406779661017
o'grady grew up as a part of a cycling family	o grady gro up s part of a sicoling famaly	grady group is part of a sicilian family	0.7	0.2222222222222222	0.6	0.28888888888888886
serkin later reported that he asked busch what shall i play	siurcin latol welqotet that he asked fshe what shal i ply	soon a welcome that he asked what shall i play	0.5454545454545454	0.2711864406779661	0.36363636363636365	0.3389830508474576
her mother died shortly thereafter	hhim mad a bade to sholdt lebare aof	he made a bad to shoulder	1.6	0.7941176470588235	1.2	0.6470588235294118
the gardens were designed by the corporation surveyor thomas shelmerdine	the gadincs we disent bede coracion samvy eld som mut should onwad dane	the gardens were sent decoration save some should onward	1.2	0.5833333333333334	0.7	0.4722222222222222
santa cruz became the major port on the island	sncsr cros became the measere part on the ilendd	norris became the measure part on the in	0.5555555555555556	0.30434782608695654	0.5555555555555556	0.3695652173913043
a twelfth album young years was a reissue	a cholt ol bamhionies bussai riissho	a short lameness by reason	0.875	0.5609756097560976	0.875	0.6585365853658537
the water park is now known as typhoon texas	herrtarpakuss now non as taflintexis	her tears now known as aline	0.7777777777777778	0.4090909090909091	0.6666666666666666	0.4772727272727273
after starting his law practice lowndes turned to politics	after starting his la practis lon s trnd to polliteccs	after starting his law practise lowndes turned to polite	0.6666666666666666	0.1896551724137931	0.2222222222222222	0.06896551724137931
hurrying home vladimir learns that his father has died	hryaing home laodammear larns that his father has died	hurrying home lamer learns that his father has died	0.3333333333333333	0.18518518518518517	0.1111111111111111	0.07407407407407407
sharpe is author of methods of cell separation	shapeire eis athr off methoreds of sell separation	shape is another of methods of self separation	0.75	0.2391304347826087	0.375	0.13043478260869565
all five creations are extinct	ol five cracions ar extend	five creations are extended	0.8	0.26666666666666666	0.4	0.26666666666666666
many remain in service and in museums	ma now reman in servius and in neusms	many now remain in service and in simms	0.7142857142857143	0.2702702702702703	0.2857142857142857	0.21621621621621623
it's just piecing things together to make a story	its cust peersing thing to get it to mack astory	its just peering thing to get it to make a story	1.1111111111111112	0.2653061224489796	0.6666666666666666	0.16326530612244897
the baseball field is located in kalamazoo's mayors riverfront park	theire bas wal filde sripitad int calar g anrestimniashid o font ad gosth	their base well filled stated in clear and remains of frank had got	1.3	0.6865671641791045	1.2	0.582089552238806
they are the only regional victorian club in the competition	the l theayr only rege noe victariant laube in the compaiticion	they are the only race nor victorian lab in the competition	0.8	0.31666666666666665	0.3	0.13333333333333333
however these numbers were used for postwar royal netherlands air force squadrons	how ever thiss nomberswie hus to fal patdol atroiell natelent eflas sqidro	however this numbers we use to fall at all nations alas sir	1.0	0.5061728395061729	0.8333333333333334	0.48148148148148145
dunphy joined the faculty of the university of new south wales	danfe gined the faculty of the yuniversity of ne salt wiles	dan joined the faculty of the university of new salt wiles	0.5454545454545454	0.1935483870967742	0.2727272727272727	0.12903225806451613
the temple is furnished with art depicting buddhist iconography	the tampal is farnisshed with art depecting botiss iy canogrfy	the tampa is furnished with art detecting bodies canonry	0.6666666666666666	0.2698412698412698	0.4444444444444444	0.25396825396825395
the house democratic caucus even refused to support the bill	the hows demoucratic colcoas even refiused to so part the bel	the hogs democratic colors even refused to sort the bell	0.7	0.21666666666666667	0.4	0.16666666666666666
additionally seven species were considered endangered and eighteen species vulnerable	edeishinaly srvin spece swire conseidat and dina and atinspeis vilematrble	additionally seven species were oneida and dana and atin species vilma	1.0	0.4588235294117647	0.5	0.3058823529411765
both of these greek divinities are personifications of cultivated plants	both of thes greck divinitys are prsonifiecactions ove cultiveated plants	both of these greek divinities are personifications of cultivated plants	0.6	0.1388888888888889	0.0	0.0
their mother charlotte fox was a strawplait worker and their father farmed of land	ther mothere sharlit fo was a stra plat worcer and their fathere farmed of land	her mother scarlet fox was a straw plate worker and their father farmed of land	0.5714285714285714	0.13414634146341464	0.2857142857142857	0.12195121951219512
there are also numerous marked paths for hiking and mountain biking	the ausorinas moth par were hicing a maoltonm	the austrians mah pa were hiding a motto	1.0	0.6119402985074627	1.0	0.6119402985074627
gang mills is part of the corningpainted post school district	gand minles is pat of the cuning pith had porscold district	and mine is part of the cunning it had sold district	0.7	0.3114754098360656	0.6	0.32786885245901637
the player that has at least one chicken token remaining is the winner	theple that has at lest gune she can taok andremaning is the weanr	the pole that has at last gone she can talk and remaining is the winner	0.6923076923076923	0.2857142857142857	0.5384615384615384	0.22857142857142856
this act has been depicted in many hindu paintings and portraits	thiss akt has been depicted in maney hindo pantings an portrits	this act has been depicted in many hind paintings and portraits	0.6363636363636364	0.109375	0.09090909090909091	0.015625
khan yunis had the highest unemployment rate in the palestinian territories	can yunes had the hiyist unemplyment rat in the palistenian taritorys	cannes had the his unemployment rate in the palestinian territories	0.6363636363636364	0.18666666666666668	0.2727272727272727	0.13333333333333333
it serves the western end of the john hancock student village at boston university	itt srves the western end ofve the gon hand conks studant villeage at bostan yuniversity	it serves the western end of the gun hand cones student village at boston university	0.7142857142857143	0.17073170731707318	0.21428571428571427	0.0975609756097561
hong kong adventist hospital is located along the road	hone conl adfritis was betl osflo cutet a longd ordd	one can fits was bet so cute a long rod	1.1111111111111112	0.48148148148148145	1.1111111111111112	0.5740740740740741
jackson boulevard was later renamed edwards boulevard in honor of the late mayor	gapson bulvar was the later remaned edwrds bulvre ind oner of the late mer	jackson boulevard was the latter remained edwards over in one of the late mme	0.6923076923076923	0.2875	0.46153846153846156	0.2625
to the north of the region is luzon strait	sou thert not of thereaging is lungsons thrite	so the knot of treating his sons trite	0.7777777777777778	0.42857142857142855	0.7777777777777778	0.4523809523809524
his work was carried out conscientiously and the observations were recorded with painstaking diligence	hes wak was cared ouht concsirnsuissly and ere obpservvacions wet recorded with pens teacing diligance	his walk was carried out continuously and her observations are recorded with pains taking diligence	0.7857142857142857	0.2549019607843137	0.42857142857142855	0.11764705882352941
offpeak trains tend to alternate between tower gateway and stratford international	oh peck transten to atinma betwen tal gate wey and scrodt fout an to maschimore	peck transient to tina between tall gate way and stratford and to machine	1.1818181818181819	0.45121951219512196	0.9090909090909091	0.36585365853658536
following her death jenny calendar's character continues to have an influence on the series	frome had def ginicalin the scarkter contios to have an infrinc onter sirios	from de callin the scarcer continues to have an inference or sirius	0.7857142857142857	0.42857142857142855	0.7142857142857143	0.42857142857142855
another sport is extremely popular in the town  waterpolo	another sprd is extremely popular in the town wachepolo	another sport is extremely popular in the town too	0.2222222222222222	0.10526315789473684	0.1111111111111111	0.12280701754385964
kallang airport has left several reminders of its existence	galan epord has leftd sevarile remined us of ice egistaence	an empire has left several remind us of its existence	0.8888888888888888	0.3050847457627119	0.4444444444444444	0.2033898305084746
all of them extensively wrote abroad on the georgian politics	ane of them aectencsively ragt abrowd on grdram poalitis	one of them extensively at abroad on grim politics	0.7	0.3442622950819672	0.4	0.26229508196721313
many ethnic suburbs see ethnoburb have grown expanded and thrived	maney ettik sabarn se etenal barn havh grown expended and trives	many ettie suborn see eternal barn hath grown expended and thrives	0.9	0.2923076923076923	0.7	0.26153846153846155
however any love interest fizzles out very quickly	how are wer in love intest frisls owt fid cqitt	how are we in love interest rises out of it	1.125	0.48	0.875	0.44
he created his own fighting system known as defendu	he craded his one fiting cistom none as defend	he created his own fitin custom none as defender	0.6666666666666666	0.2549019607843137	0.4444444444444444	0.21568627450980393
apple eventually discontinued the wireless apple mouse replacing it with the wireless mighty mouse	aprl eventoully disconthingad the warles aprnimows replasing it win the warles mit de mowns	eventually discontinued the wireless animos replacing it in the wars might demons	0.8571428571428571	0.29591836734693877	0.5	0.2653061224489796
how to ruin a perfectly good dance	how to rrne a perfectly goold dancs	how to run a perfectly good dance	0.42857142857142855	0.14705882352941177	0.14285714285714285	0.029411764705882353
rich attended university of new hampshire	arich atended in visitee o kewon hashy	rich attended in visit of one hasty	1.1666666666666667	0.4146341463414634	0.6666666666666666	0.3170731707317073
clunes supports weldmar hospicecare trust in dorset	lonas supred to aled the mar hoasbes care trud indorsei	lines spread to all the houses are indoors	1.4285714285714286	0.49019607843137253	1.1428571428571428	0.6078431372549019
the united states coast guard has a significant presence in puerto rico	the youniteldt stats cost gadge has as signifeicant presence and poet or veicore	the united states coast guard has a significant presence and poet or vice	0.8333333333333334	0.30985915492957744	0.3333333333333333	0.11267605633802817
the board has also been providing travel agent licensing and tourist guide training	the bard has also ben prowading travle agant laening their tolist gat treiming	the bard has also been reading travel agent learning the twist at trimming	0.7692307692307693	0.27710843373493976	0.5384615384615384	0.27710843373493976
before then it had been the liechtenstein deanery of the diocese of chur	befor theen it had been the letchan sten deanar ove the dis coss ove chr	before then it had been the lichen steinar ove the discords of her	0.7692307692307693	0.2638888888888889	0.38461538461538464	0.25
she was educated at the presbyterian ladies' college and shenton college	she was educated athe prespitarioan ladis colege and chantain colege	she was educated at the presbyterian ladies college and chant in college	0.6363636363636364	0.19444444444444445	0.2727272727272727	0.06944444444444445
guadalcanal is mainly covered in dense tropical rainforest and it has a mountainous interior	garda canall is manly covered in theine troke tole grinfres benee has a montiniass intiia	a canal is mainly covered in then took to reinforce benee has a mountainous interior	0.7142857142857143	0.3695652173913043	0.5	0.2717391304347826
vaibhav singh yadav aka ahir boxer is the first indian unified titles champion holder	qay bofesay eeadoff ece e i hearea boke tais the festd indian and onified tiedses champan hole	why say ee do ee here as the indian and unified tides champion hole	1.0714285714285714	0.5411764705882353	0.7857142857142857	0.4588235294117647
the album ashleigh brilliant in the haightashbury is quite rare today	the albom ashilebriint insar hayt hasebr is cqrat wrr to dy	the album while briant in a harbor is rare to day	0.9090909090909091	0.42028985507246375	0.6363636363636364	0.4057971014492754
its uneven bottom slopes throughout its whole length from north to south	ics un evan batom slops throg out its howal length from north to sowthh	its uneven bottom slopes threw out its whole length from north to south	0.75	0.19444444444444445	0.16666666666666666	0.05555555555555555
for subsea add choke line pressure loss	for supse ire did choklen preasier las	for soups are did colin presser laws	0.8571428571428571	0.4358974358974359	0.8571428571428571	0.41025641025641024
the new carriage also provided a far more stable platform greatly increasing accuracy	ther kneu caragse all so provided if amost they woule plat forme grately in crosing acorisy	there are all so provided i am most they would platform greatly in crossing a corrie	1.1538461538461537	0.4	1.0	0.3764705882352941
they sing comedy routines and the best comparsa is chosen in a contest	theay sing comadie ritrnss and the bust compasais chosen in the contest	they sing comedy returns and the best compass chosen in the contest	0.5384615384615384	0.2	0.3076923076923077	0.17142857142857143
after nearly a decade out of the spotlight cummings reentered politics	ouf and homy e hipred armolo apag carberins wic i am to have for the tougs	and he arose and cabins which i am to have for the togs	1.4545454545454546	0.8714285714285714	1.1818181818181819	0.7285714285714285
the south kentucky association of separate baptists choose not to stay in any union	hes lte cantuickey as losieage in offese paret batis chrs nod tros day in an uonon	he can take a lead in offered is his nod trusty in an onion	1.0714285714285714	0.43373493975903615	0.9285714285714286	0.5180722891566265
this person had the right of presenting it to the master of the farm	this pers nathe ret of pworisanting ech toas a moast also farm	this person at the rate of presenting each as a mast also farm	0.7857142857142857	0.4117647058823529	0.5714285714285714	0.3382352941176471
the bus driver and all children were transported to the hospital as well	the bus drivear an old cheran wed tanuted toe the houitoe ula	the bus driver an old churn and united to the house alas	0.7692307692307693	0.3611111111111111	0.6153846153846154	0.3888888888888889
he drove for briggs cunningham and john mecom	he drove for brigs cuning men and sharn mey caome	he drove for briggs cunning men and shane may come	0.75	0.3111111111111111	0.625	0.26666666666666666
gordon hall currently serves as the massachusetts audubon society headquarters	d in the hl of cerncy serves as the methichusets o dibinn sorsiaitey hed quorters	in the hall of cernay serves as the methods of doing so sat head quarters	1.2	0.4358974358974359	1.1	0.44871794871794873
it was sacred to the ancient celts and once had the name elfwort	it was secrettou deay enshant teld an anse havd the nameg olfwoordt	it was secret to day in shine and one had the name lord	0.7692307692307693	0.359375	0.46153846153846156	0.3125
tourists may negotiate a fee to visit camp and fish there	torists ma negoshiat a frietol fiset camp and fish dy	tourists may negotiate after first camp and fish	0.6363636363636364	0.2807017543859649	0.45454545454545453	0.24561403508771928
he completed his secondary education at bangkok christian college	hue combeet had his soprnaley edociien at bell ofe crosfancor laghe	the comet had his second edition at bell of no age	1.0	0.47692307692307695	1.0	0.46153846153846156
cars and simultaneous revues were displayed on lifting revolving platforms known as grasshoppers	cares ond simoltanious revews wer despladede on lifting an revalving plat foarms nown as grass hoperes	cares and simultaneous revels were displayed on lifting and revolving platforms none as grass hoppers	1.0	0.20833333333333334	0.46153846153846156	0.11458333333333333
prizes were awarded to the best performers in every art	priaises were owrdred to the besst cifonmaus in every arch	prizes were awarded to the best forms in every arch	0.5	0.2727272727272727	0.2	0.12727272727272726
colonel wyndham was appointed the royalist governor of the castle	ulounel went home was aopinted the rarlius gavrnar of the casale	colonel went home was appointed the rais garner of the case	0.7	0.2923076923076923	0.5	0.23076923076923078
proculus then advanced to two senior appointments	procone is then adrres to t senor a pit mence	brown is then adores to senor appointments	1.1428571428571428	0.3877551020408163	0.7142857142857143	0.30612244897959184
the date of the rising of the star is not the same throughout egypt	the dat of therising ofthis that is not the same thow out egjipt	the day of the raising of this that is not the same throw out east	0.6428571428571429	0.208955223880597	0.5	0.208955223880597
mark holland and ann murguia were on the ballot in the general election	mark hallend and an moriggooa were on the balet in the genaral elleccion	mark hall and and and more were on the ballet in the general election	0.46153846153846156	0.18309859154929578	0.38461538461538464	0.1267605633802817
katanga had huge mineral potential but was completely isolated from the ocean	cetanga had heuge minarl putencsoals but was compleately isalated frome the otion	chang had huge mineral potentials but was completely isolated from the ocean	0.6666666666666666	0.2077922077922078	0.16666666666666666	0.06493506493506493
kinetic novels are usually shorter than visual novels	caneeck noles ar yuusualy shorter than viual novles	neck nobles are usually shorter than visual novels	0.75	0.2641509433962264	0.25	0.1509433962264151
when the sugarcane is cut the firstfruits are offered on an altar	wen they shogecane is cad the ferst frolts are offred on an altar	when the sugar cane is the first fruits are offered on an altar	0.5833333333333334	0.2	0.4166666666666667	0.09230769230769231
donahue has since been instated as the principal	daniheu has sencs been in staded as the princsiple	and he has since been in state as the principle	0.625	0.22916666666666666	0.625	0.1875
these technologies are currently becoming increasingly common	thebres tecknownadgy s ar carantly becoming enreazsingly coman	thebes technology is a cranley becoming raising ly con	1.0	0.3114754098360656	1.1428571428571428	0.3442622950819672
clashes were witnessed across alexandria and in narrow suburbs of cairo	glasoaus were whineased acros ealegsandria and in narol sababs of cior	glasses were witnessed across alexandria and in narrow sobs of cigar	0.6363636363636364	0.2676056338028169	0.2727272727272727	0.14084507042253522
during his final term he married marjorie margoliesmezvinsky a television journalist	gring his fanal tame he meriedd migory magouli mesvfinscey at telivician jenelist	during his final tam he married mary marie musin at television enlist	0.9090909090909091	0.35714285714285715	0.5454545454545454	0.27380952380952384
he now has his own restaurant in ariake tokyo	he e now has this on restrentin or yak id terc	he now has this one restriction or yak and turk	0.8888888888888888	0.4	0.7777777777777778	0.4444444444444444
it publishes the quarterly magazine new zealand heritage	at ubrishias ser quit orly magasin neoosyelant ortige	publishers sir quite magasin nelsen artie	1.0	0.42857142857142855	1.0	0.4642857142857143
the transmitter is located near resurrection cemetery off mackenzie road in saint louis	the prossered of vloucata ner was a richind sematary of macansie rowd and send las	the prose of located near was rich in story of man's word and send las	1.0769230769230769	0.45977011494252873	0.9230769230769231	0.45977011494252873
in this situation neutralized calcium gluconate may be used	in dis sichuweacion netrinlis carsim grocunait may be ysed	in this situation neutralise carson count may be used	0.6666666666666666	0.3728813559322034	0.3333333333333333	0.22033898305084745
the firm represented martha stewart during her sixmonth insider trading trial	the firme repriesandar marfescritdring hers sixs maontfins sought a ctriding chral	the firm represent males retiring her six mountains sought a trading thrall	0.9090909090909091	0.4805194805194805	0.8181818181818182	0.38961038961038963
